repo,contributor_id,bot_commits,matched_patterns,samples
Chart.js,49699333+dependabot[bot]@users.noreply.github.com,33,\[bot\];\bbot\b;dependabot,name='dependabot[bot]' email='49699333+dependabot[bot]@users.noreply.github.com' | name='dependabot[bot]' email='49699333+dependabot[bot]@users.noreply.github.com' | name='dependabot[bot]' email='49699333+dependabot[bot]@users.noreply.github.com'
